,city,mean,S_diff,num_bootstraps,CI
399,Memphis,32.275040719847446,38.72225488638172,871,87.1
400,Pachuca de Soto,42.43513431129185,87.68281144914906,417,41.7
401,Bristol,40.372672865386996,62.9373420609795,983,98.3
402,Mumbai,87.15130371420695,265.40281611232666,707,70.7
403,Tashkent,94.3104851909734,117.70618132844055,631,63.1
404,Katowice,59.9611508887232,159.21421247458534,896,89.6
405,Kochi,37.715899029208956,32.706526359331576,380,38.0
406,Madrid,40.75162089949354,47.1713886919532,500,50.0
407,Potsdam,36.29784857955047,74.83595088016662,947,94.7
408,Xuchang,118.8546900062612,209.0303971241958,637,63.7
409,Manhattan,28.709970250828146,41.08886043507843,480,48.0
410,Kagoshima,47.77644117446328,37.3021303814372,595,59.5
411,Washington D.C.,26.265704457605185,30.95808276663398,905,90.5
412,Ostrava,55.300038711443044,95.00178063809881,636,63.6
413,Malmö,33.2614838755516,42.793924580934586,720,72.0
414,Köln,31.963660801564036,11.899975562072385,711,71.1
415,Valparaíso,48.1104127873733,59.86995413435902,863,86.3
416,San Francisco,29.701147345578658,63.60127260346253,875,87.5
417,Tepic,38.65074749823776,121.87220151002126,993,99.3
418,Seoul,70.86991226854965,112.80023082219981,690,69.0
419,Kathmandu,89.1351119087006,221.90277260821597,483,48.3
420,Qinhuangdao,95.54894465394324,142.10195763404226,775,77.5
421,São Paulo,53.543427658356286,65.3462817845512,960,96.0
422,Austin,32.007807706530826,63.39258843506157,988,98.8
423,Lima,70.61113334277267,148.40018056964664,999,99.9
424,Brescia,60.491433612186746,117.18277722079111,607,60.7
425,Santiago,74.6387890628714,140.79863808790412,898,89.8
426,Kassel,29.241260970675597,51.60570332522503,939,93.9
427,Taiyuan,112.94669256710415,161.79810846674042,548,54.8
428,Bengaluru,85.84511693735136,213.73141978062725,978,97.8
429,Harbin,91.495320247976,293.4911036173688,742,74.2
430,Milan,66.55509406685515,170.10277994415983,623,62.3
431,Isfahan,62.361300817516984,430.3624390559523,999,99.9
432,Preston,29.457448523389846,62.04054222334949,861,86.1
433,Aguascalientes,78.8281194043646,216.89973687444973,387,38.7
434,Zenica,78.218334170995,260.06835610598864,980,98.0
435,Plovdiv,2.0,0.0,0,0.0
436,Shiyan,93.68384457666298,157.69160660977252,797,79.7
437,Rotterdam,39.56950473901947,75.33488797924966,888,88.8
438,Taichung,56.92219231686001,140.61890195455257,942,94.2
439,Tabriz,39.48395819666676,271.95437404333404,999,99.9
440,Łódź,64.80312617567206,115.18215603146079,595,59.5
441,Samsun,48.87288461274371,138.2137473630615,998,99.8
442,Osorno,75.2558687511969,228.77353510412468,788,78.8
443,Sapporo,29.889528458733825,63.262452344960685,987,98.7
444,Trabzon,69.07023857445854,48.00762357544194,886,88.6
445,Lanzhou,94.75082969341867,158.00663754734933,608,60.8
446,Talca,62.12869758624763,189.02538988171628,800,80.0
447,Sendai,32.52662812329804,74.85962785437891,976,97.6
448,Chon Buri,62.24141562460529,150.07920445794466,841,84.1
449,Hiroshima,42.629584802711186,71.86212712945198,973,97.3
450,Prague,40.96308749139256,57.634117140738354,351,35.1
451,Busan,64.02320443044165,114.79568631914975,958,95.8
452,Shizuoka,33.47925250614057,61.65435464284624,987,98.7
453,Montréal,29.454247503670477,51.437618280249026,724,72.4
454,San Salvador,69.99706759885153,90.75547069155667,909,90.9
455,Nashik,87.49756862925524,171.96183266646847,584,58.4
456,Worcester,28.414019441392853,27.636436299477367,192,19.2
457,Pretoria,81.48105763967831,161.29057506576981,816,81.6
458,Sheffield,31.697129399305428,78.9621124186961,964,96.4
459,Īlām,44.34162668872346,303.69138682106427,999,99.9
460,Xining,93.11634551720063,138.11112955685388,448,44.8
461,Tomsk,49.49192835344115,31.6069735603663,142,14.2
462,Butuan,55.52111503502236,24.720852952889587,846,84.6
463,Nara-shi,40.90415143386152,48.405849129782034,841,84.1
464,Denver,30.516694453272596,89.36763959514099,999,99.9
465,Klerksdorp,46.76701565405378,71.94056771511316,908,90.8
