,city,mean,S_diff,num_bootstraps,CI
176,Toulon,17.560574648130267,36.04608498996984,781,78.1
177,Shenyang,9.987265885918555,70.37112022447951,690,69.0
178,İzmit,9.10717941757291,85.00295151070037,954,95.4
179,Columbia,18.62820410459462,44.380527508274355,949,94.9
180,Auckland,10.54375158558242,73.47292776574362,999,99.9
181,Funchal,15.96117545758119,15.557881896200866,796,79.6
182,Chuncheon,10.656523441797356,73.74738823051257,922,92.2
183,Haikou,24.837917814226458,21.14660213248187,619,61.9
184,Nagano,13.244431860084667,55.83605049566677,768,76.8
185,Seremban,27.409610141202887,4.246008803024946,770,77.0
186,Münster,12.557398559449448,29.567006492765678,581,58.1
187,Xinxiang,16.867007183738274,58.64858412243422,728,72.8
188,Jaipur,26.05903918816321,33.55947044334978,642,64.2
189,Seattle,11.39151603548781,32.20321765823785,748,74.8
190,Jackson,20.079547595449288,38.20316683185499,831,83.1
191,Jakarta,28.092079774060448,6.681264575786955,995,99.5
192,Clermont-Ferrand,13.080868885316884,34.97404509453591,771,77.1
193,Almaty,14.553155040896977,28.824332322396824,934,93.4
194,Trieste,15.945659690220173,37.92492735535076,648,64.8
195,Debrecen,12.025075599533332,43.14286115287507,638,63.8
196,Baltimore,14.007681065381286,57.31636231615376,834,83.4
197,Karaj,18.63488201939884,61.83040621040067,894,89.4
198,Buraydah,27.968966035818088,46.91406094832121,827,82.7
199,Timişoara,12.673733046881074,44.08933423170396,575,57.5
200,Daegu,12.387692382392052,85.8207432284685,982,98.2
201,Qom,18.05346079426264,53.46367567549396,670,67.0
202,Tainan,18.151966453704496,125.11043184259813,999,99.9
203,Morelia,15.811579128756549,58.668897160187484,993,99.3
204,Sarajevo,10.488863484186064,39.507059356414196,560,56.0
205,Dijon,14.522751063632438,38.20101707252596,990,99.0
206,Calgary,4.409858522934858,52.86663575540453,653,65.3
207,Salem,11.75428199712474,31.6010573969042,669,66.9
208,Adapazarı,8.988615559141145,84.71817320764762,938,93.8
209,Dongguan,24.159708918877442,36.443674385187165,806,80.6
210,Detroit,10.46987001396206,71.5657567644011,955,95.5
211,Trondheim,6.614972599625687,36.84248909723326,737,73.7
212,Skopje,12.846048641754983,42.43174552922049,576,57.6
213,Olomouc,10.338987012770938,40.6695239942359,689,68.9
214,Johor Bahru,27.478861810232786,4.279537102682198,963,96.3
215,Lhasa,8.992569252432157,40.07236059907834,582,58.2
216,Liverpool,11.396784882402237,20.02334777075602,609,60.9
217,Melbourne,10.210400141895555,68.72591927283878,999,99.9
218,Tehran,19.033019668718804,58.485735123367846,796,79.6
219,Lisbon,16.67024724435296,20.07595528462191,681,68.1
220,Manila,24.03008583128955,76.66299342867788,998,99.8
221,Dallas,18.794915468754457,71.30855583839595,941,94.1
222,Dhaka,26.13963184996625,22.130410124497295,629,62.9
223,Montpellier,16.890475709504344,32.496562506587864,656,65.6
224,Saint-Denis,20.574047549441044,26.125928782625124,999,99.9
225,Samut Prakan,20.43967851268741,141.1810829221452,999,99.9
226,Nanjing,17.59805635603119,51.92361366787953,759,75.9
227,Warsaw,12.118760402479117,39.32227629480272,650,65.0
228,Orléans,13.083416542053913,31.397866616142544,719,71.9
229,Puebla,15.485548652472774,41.617936279998965,960,96.0
230,Orūmīyeh,11.921734492333767,50.65666169573847,636,63.6
231,Lyon,14.006783367185896,37.535534497868355,685,68.5
232,Birmingham,10.91319766077761,21.43027640092574,628,62.8
233,Matsuyama,17.53319095095826,46.83551280565776,768,76.8
234,Yunfu,22.682925269700018,32.02386697741764,675,67.5
235,Manama,28.344929881560162,42.494324388378914,809,80.9
236,Kota Bharu,27.297797151325373,3.942197039072063,431,43.1
237,Nijmegen,12.398861354394585,26.47461795920988,509,50.9
238,Temuco,10.281708723790386,20.17734004121915,655,65.5
239,Malacca,27.330663624010402,3.961198747489078,444,44.4
240,Dresden,12.099126427569628,36.34678821879385,736,73.6
241,Middelburg,11.132957802455856,79.17226457018448,999,99.9
242,Oaxaca,19.278306210536467,71.57751055643158,997,99.7
243,Râmnicu Vâlcea,13.657503494083114,49.649541939808216,842,84.2
244,Bologna,15.737745283390444,39.94782602701957,660,66.0
245,Beijing,13.933465180286127,64.29217103082925,717,71.7
246,Eindhoven,12.271496245149612,26.518226830177596,558,55.8
247,Concepción,13.014711182788906,15.357133928826073,938,93.8
248,Oviedo,14.123111357535372,26.557208586972916,851,85.1
249,Odessa,13.333237461741268,51.44009270410793,749,74.9
250,São José dos Campos,20.125052335657177,16.394937669857036,851,85.1
251,Kitchener,9.82456388338827,54.451595856405405,757,75.7
252,Changwon,12.232740867617123,84.82228952159572,989,98.9
253,Nanchang,19.317152576937335,55.047403040415304,807,80.7
254,Baghdad,25.815865982455847,49.39361562656495,838,83.8
255,Groningen,11.587521307252258,26.537662280943003,628,62.8
256,Milwaukee,10.399741645003742,57.166002033360925,722,72.2
257,Bandar Abbas,28.04728058108145,35.822010845853896,984,98.4
258,Burgas,14.514186053371605,45.2734933253235,741,74.1
259,Dushanbe,18.454933012441355,56.49122900541144,992,99.2
260,Ürümqi,10.514588648898995,77.10812580387105,605,60.5
261,Marseille,16.433165506783414,43.13467594573269,905,90.5
262,Brooklyn,14.5864194237662,45.53670912599944,686,68.6
263,East London,14.493545412104043,82.69716990852174,999,99.9
264,Jeonju,11.770078322678435,81.59054825874904,975,97.5
265,Quilpué,13.001852468690622,14.677839982289369,621,62.1
266,Kecskemét,12.637974950290717,41.925017601975334,640,64.0
267,Suzhou,18.747843953259693,49.03176450295472,770,77.0
268,Reykjavík,5.694908851437773,26.727294890500676,824,82.4
269,Gent,12.395894886074254,25.28579866694296,606,60.6
270,Peshawar,24.904199884819434,56.259395485912535,998,99.8
271,New Delhi,24.870378873124977,48.253968129468745,755,75.5
272,Dunedin,10.389818314454992,17.023977715512494,995,99.5
273,Sacramento,16.308129948008983,33.17868929457642,712,71.2
274,Philadelphia,13.408967761629052,62.53912452243098,905,90.5
275,Namur,12.095136096368714,26.54246962259409,638,63.8
276,Kuantan,26.82013059297334,2.7169551282051465,613,61.3
277,Palma,19.26332485830817,35.330596959584724,758,75.8
278,Gifu-shi,17.807971383802514,43.73797814879781,851,85.1
279,Muzaffarnagar,29.815783987132008,8.33744008833823,844,84.4
280,Cuernavaca,14.35985450556015,52.87812769965996,996,99.6
281,Ashdod,20.950151086592623,36.78814614596874,731,73.1
282,Sofia,10.664675986477986,74.29767814190508,993,99.3
283,Zamboanga,13.788080495356036,13.96191950464396,0,0.0
284,Yeosu,12.726177631230465,87.56600203930296,990,99.0
285,Chengdu,18.530171193131427,42.1914975821052,771,77.1
286,Craiova,13.140656351258604,40.205670885605755,574,57.4
287,Abidjan,26.59251452471999,5.384845392646923,848,84.8
288,Sanandaj,15.575953795493843,57.6262443048238,811,81.1
289,Seongnam-si,14.585722719994136,55.48929262061633,956,95.6
290,Kabul,14.371441998861354,51.919114756211535,988,98.8
291,Oulu,4.3347257602735905,46.231877649294226,628,62.8
292,Nagoya,17.774021723703314,46.69614900934563,810,81.0
293,Málaga,18.9060398475582,32.25510786642602,749,74.9
294,Suwon,11.436146359202532,78.55302451441773,959,95.9
295,Miami,25.07036110618772,14.836250935444507,594,59.4
296,Manchester,11.290028266212218,21.69340830895404,728,72.8
297,Los Angeles,15.799375516956163,60.80689826302731,995,99.5
298,Columbus,13.68981233048252,56.11056099845035,865,86.5
299,Athens,18.636347147476183,37.40625954690472,986,98.6
300,Atlanta,17.228517394344006,41.93325869471032,895,89.5
301,Glasgow,10.113045128016772,19.659383661372434,705,70.5
302,Irbid,20.8604335025816,42.68674879369618,968,96.8
303,Tarnów,10.965563635860493,37.22337577042596,622,62.2
304,Norwich,11.62113060774351,24.528752412462094,653,65.3
305,Salzburg,10.483299056338547,37.39995633121049,636,63.6
306,Zanjān,15.076123859995525,55.58875105551968,643,64.3
307,Győr,12.534573850710531,41.697230356854234,715,71.5
308,Saitama,17.422252715844902,57.47574171410102,838,83.8
309,Algiers,19.702392406907144,35.333518592086435,977,97.7
310,Utrecht,14.80759422523466,27.806840423357404,665,66.5
311,Islamabad,20.84534281273047,42.829333147942194,976,97.6
312,Charlotte,17.26944708270348,51.49324054267326,859,85.9
313,Caen,13.322742875968956,27.739458620050073,992,99.2
314,Fuzhou,20.9632975088655,38.43962886537206,736,73.6
315,Portland,10.86349600220568,48.61549214226633,957,95.7
316,Kaohsiung,18.773017502828402,129.44445585313215,999,99.9
317,Salamanca,12.520198414396136,36.523466448271776,754,75.4
318,Cheongju-si,12.16978818379124,84.36093107964221,976,97.6
319,Daejeon,11.911643424860891,81.8642625947159,969,96.9
320,Bamako,27.120218380062656,15.080705334709759,982,98.2
321,Rome,17.280847350230417,37.22247676651307,629,62.9
322,Adelaide,17.16130168322285,25.168616007848946,590,59.0
323,Santander,15.416315792645742,25.782985332705906,828,82.8
324,Florence,15.695793247075505,42.85227162353774,724,72.4
325,Mokpo,11.922483319887382,82.69531427369444,987,98.7
326,Parma,15.78218491479476,35.78097653273683,548,54.8
327,Zabrze,10.984833804111474,39.26787889576126,650,65.0
328,Helsinki,7.934407078445594,39.731812657972974,642,64.2
329,Guatemala City,18.873961578005385,4.878693350040987,908,90.8
330,Kayseri,11.795790443797953,46.40668144193589,673,67.3
331,Ha'il,25.45237989688331,50.581041836317524,848,84.8
332,Omaha,12.296961257828196,58.72930772184802,672,67.2
333,Oklahoma City,16.58464667277167,62.96761478888503,885,88.5
334,Bishkek,12.869262780230521,52.94263383631569,859,85.9
335,Cluj-Napoca,10.627824035047668,45.309323653147494,673,67.3
336,Fresno,17.121571546732834,60.68628618693138,881,88.1
337,Pilsen,9.923875748695133,33.69775626051737,589,58.9
338,Nur-Sultan,5.200799473129146,72.08479323281466,736,73.6
339,Taipei,23.176436450553528,28.888849118067707,792,79.2
340,Chicago,11.450719524882485,57.11162999248927,765,76.5
341,Staten Island,14.18765129454115,45.85018749313318,680,68.0
342,Shijiazhuang,14.388571033851207,65.95064792433189,755,75.5
343,Qiqihar,6.172566924007274,78.1908761785582,638,63.8
344,Akita,13.358680600545172,57.00431863649883,830,83.0
345,Naha,23.99408173942761,25.511001998557614,808,80.8
346,Shanghai,18.62031176531107,46.576881407200545,728,72.8
347,Belfast,10.613412288412986,18.763291676343695,760,76.0
348,Durban,18.649505932894886,19.791171272320664,989,98.9
349,Fukuoka,17.938323683484978,46.66588365039976,833,83.3
350,Guangzhou,23.99665987238568,35.75288372917404,768,76.8
351,Wollongong,17.52697155875271,22.765387946314057,714,71.4
352,Cochabamba,16.67272164709595,14.085509332158392,927,92.7
353,Szeged,12.890465659510433,42.45756504649719,655,65.5
354,Vientiane,28.59730989093773,12.215189228672447,970,97.0
355,Chihuahua,14.944225806451612,55.293032258064514,906,90.6
356,Tallahassee,21.657000201859073,32.95593386899839,862,86.2
357,Kuching,26.357169689629373,4.297607969986977,952,95.2
358,Kumamoto,16.660891004079964,51.70002946819898,849,84.9
359,San Juan,24.784085612503716,12.107499816995926,981,98.1
360,Nanning,22.699823102524714,38.725772726377585,861,86.1
361,Hefei,17.271023248936206,50.942622203683115,692,69.2
362,Graz,11.73965261904083,36.79116482701579,568,56.8
363,The Hague,12.412616396926701,24.753050096931887,591,59.1
364,Mississauga,9.660246044818487,53.80883788339643,731,73.1
365,London,11.690376120002783,39.291614471808494,738,73.8
366,Zaragoza,17.49447220318777,42.14587607097258,992,99.2
367,Hsinchu,17.46947990305332,120.31302598803991,999,99.9
368,Netanya,20.89357705354681,33.7427814210879,717,71.7
369,Visakhapatnam,30.196901477719322,15.986263098033735,999,99.9
370,Valladolid,15.50610390913691,44.59411730320518,992,99.2
371,Vantaa,7.413994916682628,39.33011652140961,634,63.4
372,Tel Aviv,21.91584095843672,37.49219706368902,790,79.0
373,Miskolc,11.155401733509356,41.66733809849774,584,58.4
374,Dnipro,12.270570125969106,56.81951729651224,857,85.7
375,Douliu,17.674081622709263,121.80857135896487,999,99.9
376,Tianjin,14.87476515589836,62.59105251086201,729,72.9
377,Tbilisi,14.470602293516642,40.50744496512016,981,98.1
378,Kampala,22.643222645718822,6.669518254579437,973,97.3
379,Shantou,23.65483529555971,31.750672474231983,781,78.1
380,Thrissur,27.205708568987045,7.653655846868574,912,91.2
381,Luton,3.6666666666666665,0.0,0,0.0
382,Nancy,12.435413441844892,33.03646611229275,666,66.6
383,Haifa,20.42148729518689,33.96197260624682,745,74.5
384,Rybnik,11.22524143126062,39.256938509210464,752,75.2
385,Chandigarh,23.686252682399793,41.43742997408596,872,87.2
386,Shenzhen,24.224470657262653,34.72161534794462,801,80.1
387,Toulouse,14.492747783285184,40.318010921611496,825,82.5
388,Thiruvananthapuram,28.718505664742267,6.41898349128563,998,99.8
389,Hangzhou,18.81871996561095,47.77453684802417,705,70.5
390,Copenhagen,11.847896274213124,31.724403110656652,749,74.9
391,Tucson,18.577061301154043,88.5994905520107,983,98.3
392,Ōita,16.59619419971791,51.61964492199651,877,87.7
393,Jeddah,29.688488819300833,27.532920286980353,919,91.9
394,Innsbruck,8.81824038902946,36.385676933297205,679,67.9
395,Balıkesir,15.240917667643195,45.69846511046734,732,73.2
396,Kanazawa,15.40629855737823,51.669611540974145,743,74.3
397,Bucharest,14.754790550814318,48.46151990774062,685,68.5
398,Fushun,9.869297055913435,70.03304290753123,654,65.4
399,Dordrecht,12.50222084452132,25.0383232955556,576,57.6
400,Stuttgart,11.747672976587742,31.851606215901285,592,59.2
401,Jeju City,13.66415279798066,94.8525178617267,996,99.6
402,Lahore,25.93800953354551,49.772956295504756,999,99.9
403,Changsha,18.949432677537516,54.59507621410847,751,75.1
404,Ecatepec de Morelos,16.385314322310986,5.303490410220112,785,78.5
405,Hamilton,10.55760792308745,51.92350759573282,997,99.7
406,Alor Setar,27.02341528319351,6.840065210327339,981,98.1
407,Vienna,13.043725009541193,40.884424136301234,717,71.7
408,Prato,15.500920418291392,40.832839241403704,706,70.6
409,Surrey,10.526419858722422,31.600051244022314,579,57.9
410,Krasnoyarsk,5.171148577044017,48.12633434418752,985,98.5
411,Los Ángeles,15.450060382856542,30.46392443408157,862,86.2
412,Chiba,16.704744392765807,56.8722242679765,848,84.8
413,Rennes,13.069577300951975,23.08834264590105,597,59.7
414,Klang,27.458029535428736,6.680587951475069,977,97.7
415,Ankara,11.746064293048441,63.574001775477015,892,89.2
416,Metz,12.248625199652034,31.59592761289511,646,64.6
417,Ploieşti,11.022825759959831,48.67205741244152,728,72.8
418,Hāpur,29.432843686293012,13.151769767588807,995,99.5
419,Las Vegas,20.61792866497302,54.68804091338774,686,68.6
420,Yokohama,17.219558313231417,48.22729693500889,845,84.5
421,Amiens,12.287409822133128,25.34684092248746,649,64.9
422,Augsburg,10.330266378427531,35.14265148003955,701,70.1
423,Khorramabad,19.970253575910554,64.80123288696842,824,82.4
424,Taoyuan City,17.084908635425872,117.68769378131454,999,99.9
425,Bursa,13.65834441436082,43.33313715823171,699,69.9
426,Quito,9.9870335451071,68.49805202005076,999,99.9
427,Uppsala,7.816168878627863,35.23109784936051,638,63.8
428,Dubai,30.749752520375434,33.611980992681765,840,84.0
429,Wuxi,17.542975797623466,50.9536479289157,726,72.6
430,Richmond,15.910242838783894,41.33227667982068,726,72.6
431,Osaka,17.22348974355579,52.63885624510209,821,82.1
432,Pristina,10.55047870140612,71.90335090984284,950,95.0
433,Tours,11.022713759250884,55.59126672425337,974,97.4
434,Mysore,27.51228120867721,7.377681750540475,953,95.3
435,Baguio,21.3461499282151,48.90862472872614,979,97.9
436,Utsunomiya,16.043326865863715,55.03069690104727,880,88.0
437,Stockholm,8.639180318044334,36.570509885152546,649,64.9
438,Turin,14.98447095210026,39.83659797459578,631,63.1
439,Dammam,29.24791713662681,39.118080306789956,808,80.8
440,Sibiu,10.552548932860637,44.47463058825511,649,64.9
441,Hong Kong,24.322044215286013,35.70073446483069,822,82.2
442,Springfield,13.765253269988541,59.180646464918894,846,84.6
443,Cardiff,11.487452890778114,20.332130839822028,576,57.6
444,Santa Cruz de Tenerife,18.57688056767729,19.48334140260307,793,79.3
445,Lviv,11.099356797701446,35.64075399416653,724,72.4
446,Wiesbaden,12.736533732535541,34.613378249948035,666,66.6
447,Brisbane,14.429588229561814,100.4278072621051,999,99.9
448,Naples,17.580531689837166,38.401009353935535,773,77.3
449,Mashhad,17.819560717629333,53.71443707383174,951,95.1
450,The Bronx,13.390040025479403,65.13589981270741,915,91.5
451,Antakya,20.26585057790141,41.60599107571347,721,72.1
452,Pokhara,42.847223261377636,410.8097439534351,918,91.8
453,Andong,10.76274142107429,74.54608649924418,957,95.7
454,Biratnagar,21.352396037750882,37.390626439852284,995,99.5
455,Grenoble,10.918963665027348,37.42686712511934,788,78.8
456,Valencia,18.84437848881745,34.567122627094804,718,71.8
457,Gandhinagar,27.0241254332585,26.219140808672257,545,54.5
458,Memphis,18.071714794521387,47.45573837383417,865,86.5
459,Pachuca de Soto,14.601464364488555,53.66392197408335,997,99.7
460,Bristol,11.95343107030468,22.5104986368995,696,69.6
461,Mumbai,28.072461170565315,11.86711160803414,702,70.2
462,Tashkent,16.817041137317137,48.334826878257104,576,57.6
