,city,date,avgMedian
0,Dhaka,2019-06,29.783333333333335
1,Ulan Bator,2019-05,8.016129032258064
2,Jakarta,2019-06,27.89666666666667
3,Kyoto,2019-05,20.25483870967742
4,Lhasa,2019-04,9.876666666666667
5,Lanzhou,2019-05,12.893548387096773
6,Braşov,2019-05,14.72258064516129
7,Suwon,2019-04,0.0
8,Mexico City,2019-05,20.92258064516129
9,Chihuahua,2019-06,30.083333333333332
10,Edinburgh,2019-05,10.041935483870969
11,Portland,2019-05,9.75483870967742
12,Brooklyn,2019-04,12.13
13,Quilpué,2019-04,13.172413793103448
14,Islamabad,2019-06,21.716666666666665
15,Alor Setar,2019-04,28.256666666666668
16,Edmonton,2019-06,14.756666666666668
17,Malmö,2019-05,11.067741935483872
18,Warsaw,2019-06,24.999999999999996
19,Bloemfontein,2019-06,0.8
20,Cape Town,2019-05,0.0
21,Rome,2019-04,14.626666666666667
22,Chuncheon,2019-05,0.0
23,Bishkek,2019-04,12.317241379310346
24,Samut Prakan,2019-06,1.8966666666666667
25,Mississauga,2019-06,17.119999999999997
26,Boise,2019-04,10.759999999999998
27,Brno,2019-05,12.848387096774196
28,Nantes,2019-04,10.959999999999999
29,Zagreb,2019-06,24.13666666666667
30,Sapporo,2019-05,14.206451612903226
31,Taichung,2019-05,21.493548387096777
32,Hangzhou,2019-05,22.65161290322581
33,Kamianske,2019-05,0.0
34,Chandigarh,2019-05,31.232258064516127
35,Kota Bharu,2019-04,28.9
36,Seremban,2019-06,27.986666666666668
37,Manchester,2019-05,12.054838709677417
38,Little Rock,2019-05,21.277419354838706
39,Prague,2019-05,12.264516129032256
40,Bloemfontein,2019-05,0.0
41,Salzburg,2019-06,21.053333333333335
42,Odessa,2019-05,0.0
43,Málaga,2019-04,15.010344827586207
44,Petaẖ Tiqwa,2019-05,23.132258064516133
45,Groningen,2019-05,11.477419354838714
46,Melbourne,2019-06,0.6533333333333334
47,Glasgow,2019-06,13.603333333333332
48,Houston,2019-04,20.56
49,Olomouc,2019-04,11.210344827586205
50,Santiago,2019-06,7.466666666666667
51,Klerksdorp,2019-05,4.0
52,Niigata,2019-05,17.04838709677419
53,Beijing,2019-06,25.87
54,Constanţa,2019-05,16.06451612903226
55,Cheongju-si,2019-06,0.8275862068965517
56,Delhi,2019-05,31.461290322580645
57,Nashik,2019-05,26.496774193548394
58,Abha,2019-04,19.06896551724138
59,Tepic,2019-06,24.08333333333333
60,Gdańsk,2019-06,20.62666666666667
61,Fuzhou,2019-06,25.323333333333327
62,Wuhan,2019-05,22.27741935483871
63,Mokpo,2019-06,0.7620689655172415
64,Seremban,2019-05,28.45806451612903
65,Jeddah,2019-05,32.208333333333336
66,Ostrava,2019-04,11.324137931034484
67,Rancagua,2019-05,14.903225806451612
68,Hong Kong,2019-05,25.306451612903228
69,Takamatsu,2019-06,22.356666666666666
70,Hefei,2019-04,16.833333333333332
71,Gandhinagar,2019-04,33.53448275862069
72,Rotterdam,2019-05,12.280645161290325
73,Newport,2019-04,9.941379310344827
74,Phoenix,2019-05,24.512903225806447
75,Manhattan,2019-06,21.720000000000002
76,Queens,2019-05,0.0
77,Gifu-shi,2019-05,15.71290322580645
78,Turin,2019-04,13.163333333333332
79,Morelia,2019-06,19.9
80,Columbus,2019-06,21.570000000000004
81,Fort Worth,2019-06,26.299999999999997
82,Tours,2019-04,11.206666666666667
83,Nara-shi,2019-05,20.622580645161285
84,Shenyang,2019-04,10.806666666666667
85,Dongguan,2019-06,28.63333333333333
86,Timişoara,2019-04,12.204545454545455
87,Ashdod,2019-05,22.448387096774198
88,Adelaide,2019-06,11.856666666666667
89,Birmingham,2019-04,9.175862068965516
90,Las Vegas,2019-06,29.889999999999993
91,Toulouse,2019-05,13.703225806451613
92,Granada,2019-06,22.366666666666667
93,Butuan,2019-06,27.851999999999997
94,Reykjavík,2019-06,10.093333333333332
95,Manama,2019-06,35.63333333333333
96,Utrecht,2019-05,15.674193548387098
97,Wrocław,2019-04,13.506666666666666
98,Calama,2019-04,13.86551724137931
99,Yokohama,2019-04,14.38620689655173
100,Okayama,2019-04,12.275862068965516
101,Salzburg,2019-05,10.429032258064515
102,Las Palmas de Gran Canaria,2019-05,19.883870967741935
103,Klang,2019-06,27.913333333333338
104,Alor Setar,2019-05,27.677419354838708
105,Bydgoszcz,2019-06,23.016666666666666
106,Chengdu,2019-06,25.446666666666665
107,Alor Setar,2019-06,27.476666666666667
108,Indianapolis,2019-04,11.613333333333335
109,Matsuyama,2019-04,15.279310344827586
110,Kaohsiung,2019-06,1.9666666666666666
111,Hangzhou,2019-06,25.69333333333333
112,Lviv,2019-05,0.0
113,Taiping,2019-05,30.619354838709686
114,Newcastle,2019-04,19.96
115,Staten Island,2019-05,16.635483870967743
116,Seattle,2019-04,10.506666666666666
117,Klerksdorp,2019-04,0.0
118,San Juan,2019-06,26.319999999999993
119,Oulu,2019-06,14.68333333333333
120,Cardiff,2019-04,10.120689655172416
121,Chillán,2019-05,12.699999999999994
122,Linz,2019-05,13.038709677419355
123,Murcia,2019-05,20.077419354838707
124,Chuncheon,2019-06,0.8482758620689655
125,Katowice,2019-04,10.6
126,Coventry,2019-05,12.358064516129033
127,Pristina,2019-04,0.0
128,Pokhara,2019-05,25.32222222222222
129,Cape Town,2019-04,0.0
130,Tuzla,2019-06,20.35
131,Tianjin,2019-06,25.38
132,Kamianske,2019-06,1.3766666666666665
133,Bilbao,2019-04,14.937931034482759
134,Freiburg,2019-06,19.240000000000006
135,Nur-Sultan,2019-06,16.9
136,Norwich,2019-05,11.809677419354838
137,Milwaukee,2019-06,17.2
138,Albuquerque,2019-04,14.560000000000004
139,Saint-Étienne,2019-05,11.816129032258065
